NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT04877184,Feasibility Study of Transcranial Ultrasound Stimulation (TUS) on Stroke Patients,https://clinicaltrials.gov/study/NCT04877184,,RECRUITING,"Currently, the main treatment method for Intracerebral Hemorrhage (ICH) is medication or surgery. However, the effectiveness of medicines is moderate and there are several side effects. In this clinical trial, we would like to enhance the protein levels of brain derived neurotrophic factor in the brain by the transcranial ultrasound stimulation (TUS). By this technology, the symptoms of ICH could be alleviated and the side effects of medicines might be avoided. Preclinical trials have also shown that low-intensity pulsed ultrasound can alleviate the degree of neuroinflammation, neurodegeneration and significantly improve motor and cognitive deficits after brain injury. The purpose of this clinical trial is to evaluate the safety and feasibility of TUS for the treatment of patients with hypertensive intracerebral hemorrhage. The primary safety assessment indexes are brain magnetic resonance imaging (MRI) and brain magnetic resonance angiography (MRA). The secondary safety assessment indexes include weight, vital signs, electrocardiogram, general blood biochemical tests, adverse reaction events, and concurrent drug tracking. The feasibility assessment includes blood specific biomarker expression and neurological function \& quality of life scales.",NO,Intracerebral Hemorrhage|Hemiplegia,DEVICE: Transcranial ultrasound stimulation and rehabilitation|DEVICE: Rehabilitation,"Brain observation by image, The investigators would use Magnetic Resonance Image (MRI) to observe if there is brain atrophy, hemorrhage, or any other anatomical change in brain. Magnetic Resonance Angiography (MRA) would be used, too, to observe any change in intracerebral vessels or blood-brain barrier., 12 weeks","Body weight, As a safety parameter, the investigators would follow up body weight (in kilograms) of the subjects, to observe if there is a tendency to rise or descend., 12 weeks|respiratory rate, As a safety parameter, the investigators would follow up respiratory rate (in times per minute) of the subjects, to observe if there is a tendency to rise or descend., 12 weeks|blood pressure, As a safety parameter, the investigators would follow up blood pressure (in millimeter of mercury, mmHg) of the subjects, to observe if there is a tendency to rise or descend., 12 weeks|heart rate, As a safety parameter, the investigators would follow up heart rate (in times per minute) of the subjects, to observe if there is a tendency to rise or descend., 12 weeks|electrocardiogram, As a safety parameter, the investigators would follow up electrocardiogram of the subjects, to observe if some newly-onset pathological evidences occur. For example, ST segment elevation, ST segment dumping, Q wave, or left bundle branch block could be pathological findings., 12 weeks|Serum biomarkers: trophic factors, The investigators would measure serum brain-derived neurotrophic factor (BDNF) and serum vascular endothelial growth factor (VEGF) as the indicators as trophic factors. The changes of these biomarkers during the study would be evaluated., 12 weeks|Serum biomarkers: factors relating inflammatory response, The investigators would measure matrix metalloproteinase-9, S100 calcium-binding protein B, glial fibrillary acidic protein, and Interleukin, as the factors relating inflammatory response. The changes of these biomarkers during the study would be evaluated., 12 weeks|Serum biomarkers: neurodegeneration, The investigators would measure phosphorylated Tau, and β-amyloid, as the indicators of neurodegeneration. The changes of these biomarkers during the study would be evaluated., 12 weeks|Device and procedure related adverse events recording, Rate of adverse events following each treatment through end of study clinical evaluation, 12 weeks|National Institutes of Health Stroke Scale (NIHSS), National Institutes of Health Stroke Scale (NIHSS) is an objective scale for neurologic impairment of stoke. This scale includes 13 categories, with highest score of 3 or 4 and lowest score is 0, quantifying level of consciousness, best gaze, visual filed, facial palsy, motor function, limb ataxia, sensory function, language function, dysarthria, extinction/inattention. The maximum score is 42, which signifies severe stroke, while the minimum score is 0, meaning a normal exam., 12 weeks|Stroke Rehabilitation Assessment of Movement (STREAM), Stroke Rehabilitation Assessment of Movement (STREAM) evaluate the recovery of voluntary movement and mobility post stroke in supine, sitting, and standing posture. It is composed of 30 items, measuring the upper limb voluntary movement, lower limb voluntary movements and basic mobility. A 3 point original scale (0\~2) is used for upper and lower limb voluntary movement, and a 4 point original scale (0\~3) is used for basic mobility. Higher scales means better motor performance., 12 weeks|Fugl-Meyer Assessment (FMA), The Fugl-Meyer Assessment (FMA) assesses motor functioning, balance, sensation and joint functioning in patients with post-stroke hemiplegia. The investigators chose the domain of motor score for this study. The motor score ranges from 0 (hemiplegia) to 100 points (normal motor performance). Divided into 66 points for upper extremity and 34 points for the lower extremity., 12 weeks|Wolf Motor Function test (WMFT), It is a 17-item measure used to quantify upper extremity functional limitations. It is comprised of 2 strength items and 15 timed task performance items, and the investigators choose the 15 timed task performance items for this study. The test yields 3 scores: a functional ability (FA) score, which quantifies quality of performance; a timed (time) score, quantifying speed of performance in seconds; and a grip strength (strength) score. The FA score uses a 6-point ordinal scale to rate movement quality on 15 items, where 0 indicates no attempt to use the more affected upper extremity and 5 indicates that movement of the affected upper extremity appears to be normal. The time score is the mean time to complete the same 15 items; scores were truncated at 120 seconds., 12 weeks|Berg Balance Scale (BBS), Berg balance scale determines a patient's ability to safely balance during a series of predetermined tasks. It is a 14 item list with each item consisting of a five-point ordinal scale ranging from 0 to 4, with 0 indicating the lowest level of function and 4 the highest level of function., 12 weeks|Timed up-and-go test, Time up-and-go test assesses a person's mobility and requires both static and dynamic balance. During this test, a person should stand up from a chair and walk for 3 meters, turns around and walks back to the chair and sit down. The spent time was recorded., 12 weeks|Barthal index, The Barthel Index measures a person's performance in activities of daily living (ADL). Ten variables describing ADL and mobility are scored, a higher number being a reflection of greater ability to function independently. The Barthel Index consists of 10 items of mobility and self care ADL., 12 weeks|World Health Organization Quality of Life (WHOQOL-BREF)-Taiwan version, The World Health Organization Quality of Life (WHOQOL-BREF) is a 28-item instrument consisting of four domains: physical health (7 items), psychological health (6 items), social relationships (4 items), and environmental health (9 items); with another 2 items about general condition and overall quality of life. Each individual item of the WHOQOL-BREF is scored from 1 to 5 on a response scale, which is stipulated as a five-point ordinal scale. The scores are then transformed linearly to a 0-100-scale. The higher scores equals better quality of life., 12 weeks",,Cheng-Hsin General Hospital,,ALL,"ADULT, OLDER_ADULT",NA,20,OTHER,INTERVENTIONAL,"Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",(785)109A-24,2021-07-08,2023-12-31,2024-12-31,2021-05-07,,2023-03-07,"Cheng-Hsin general hospital, Taipei, Taiwan",
NCT05008094,The Epidemiology of Parkinson's Disease in Croatia and the Influence of Genetic Factors and Microbiota on the Progression and Treatment Outcomes of the Disease (GiOPARK),https://clinicaltrials.gov/study/NCT05008094,GiOPARK,UNKNOWN,"Parkinson's disease (PD) is the second most common neurodegenerative disease, which affects 2-3% of the general population above 65 years. There are significant differences in incidence depending on geographical location, race, and ethnicity. The exact cause of the disease is still unknown, but the role of genetic and environmental factors has already been established. Certain genetic forms of the disease make up for a small percentage, so it is thought that environmental factors have a more significant impact on the development of the disease. The incidence of PD is higher in people exposed to significant quantities of pesticides and traumatic brain injury, while there is a smaller incidence in smokers and people consuming more significant quantities of caffeine. The project will finish in four years, with the first 20 months dedicated to the first phase (genetic-epidemiological research), and the entirety of the 48 months for the second phase of the project (prospective clinical research).

The main goal of the first phase of the project is to determine which genetic mutations are the ones most represented in the Croatian population afflicted with the familial form of PD. In the second phase the main goal is to determine the influence of genetic factors and microbiological factors on the disease's progression as well as on the treatment outcomes. Specific goals of this part of the project are to determine how many patients in the general population of PD patients present with a genetic disorder and which genes have a role in that disorder, as well as determine the composition of intestinal and oral microbiota both in the patient test group and the healthy control group. Furthermore, specific goals are to evaluate the effects of standard PD treatment on the composition of microbiota, neurodegeneration progression and the activity of neuroinflammation in the central nervous system (CNS) and to examine whether there is a link between the physiological and the pathophysiological function of microbiota, using markers of disease progression and glial activity. Last specific goal is to analyze potential pathological conformation protein forms that could be used as a biomarker in early stages of the disease and a biomarker of disease progression.

The first phase of the study will provide the first epidemiologic data on the familial form of PD, as well as the mutations most represented in patients with PD in Croatia. Additionally, the prospective clinical study will contribute to enlightening the intertwined effects of genetic and environmental factors in the emergence and progression of the disease, as well as their effect on treatment outcome. Intestinal and oral microbiota composition analysis will determine whether there is a difference between PD and the healthy population while using the short-chain fatty acid profile will determine the metabolic differences between the two groups. Analyzing the markers of CNS homeostasis, inflammation, and neuroglial function will determine the progression of the disease and also correlate them to genetic factors as well as the microbiota function and composition. Analyzing the pathological conformation forms of alpha-synuclein could lead to the discovery of novel biomarkers in the early stages of the disease, as well as to follow the progression of the disease",NO,Parkinson Disease|Genetic Disease|Microbiota|Neuro-Degenerative Disease|Neuroinflammatory Response,DIAGNOSTIC_TEST: Whole-exome sequencing|DIAGNOSTIC_TEST: Microbiota sequencing|DIAGNOSTIC_TEST: Magnetic resonance imaging|DIAGNOSTIC_TEST: Transcranial ultrasound and Electroencephalography|DIAGNOSTIC_TEST: ELISA (Enzyme-Linked Immunosorbent Assay)|DIAGNOSTIC_TEST: Fluorescent correlation spectroscopy (FCS),"Genetic mutations in familial or early onset Croatian Parkinson's disease patients, Determining which genetic mutations are the ones most represented in the Croatian population afflicted with the familiar or early onset form of PD., 20 months|Influence of genetic factors on the disease's progression and treatment outcomes., Determining the influence of genetic factors on the disease's progression and treatment outcomes., 48 months|Influence of microbiological factors on the disease's progression and treatment outcomes., Determining the influence of microbiological factors on the disease's progression and treatment outcomes., 48 months","Genetic factors in general Croatian Parkinson's disease patients, determining how many patients in the general population of PD patients are linked with genes and which genes have a role in that disorder., 48 months|Composition of microbiota in Croatian PD patients and controls, Determining the composition of intestinal and oral microbiota both in the patient test group and the healthy control group., 48 months|Effects of Parkinson's disease treatment on microbiota and inflammatory response in Parkinson's disease patients, Evaluating the effects of standard PD treatment on the composition of microbiota, neurodegeneration progression and the activity of neuroinflammation in the CNS., 48 months|Influence of microbiota and inflammatory factors on progression and treatment in Croatian PD patients, Examining whether there is a link between the physiological and the pathophysiological function of microbiota, using markers of disease progression and glial activity., 48 months|Pathological alpha-synuclein conformation in PD patients and controls, Analyze potential pathological conformation protein forms that could be used as a biomarker in the early stages of the disease and a biomarker of disease progression, 48 months.",,Clinical Hospital Center Rijeka,University Medical Centre Ljubljana|Croatian Science Foundation|Karolinska Institutet,ALL,"ADULT, OLDER_ADULT",,300,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,IP-2019-04-7276,2020-05-01,2023-08-01,2024-02-01,2021-08-17,,2021-08-17,"Clinical Hospital Center Rijeka, Rijeka, 51000, Croatia",
NCT01615718,Non-invasive Neurostimulation in Parkinson's Disease,https://clinicaltrials.gov/study/NCT01615718,,COMPLETED,"In this study, the investigators aim to investigate the effects of non-invasive neurostimulation - low-intensity transcranial electrical stimulation in conjunction with transcranial ultrasound (TUS)- on the motor symptoms associated with Parkinson's disease. The investigators want to see if there is a difference between active and sham stimulation on these motor symptoms.",NO,Parkinson's Disease,PROCEDURE: low-intensity transcranial electrical stimulation|PROCEDURE: transcranial ultrasound,"Changes in Motor Function, We will measure motor symptoms using the Unified Parkinson's Disease Rating Scale (UPDRS), bradykinesia tests and walking tests. We will assess the changes in these scales from baseline., Measured for approximately 2 months","Safety, We will measure safety using a battery of electrophysiology, cognitive and neurological safety markers. We will use the Scales for Outcomes in PD-Cognitive (SCOPA-COg), the n-back working memory test, adverse effects questionnaire, electroencephalography (EEG) and a standardized neurological exam, Measured for approximately 2 months|Neurophysiological Changes, We will also use transcranial magnetic stimulation (TMS) and Doppler Ultrasound to assess electrophysiology and cerebral bloodflow markers., Measured for approximately 2 months",,Spaulding Rehabilitation Hospital,"National Institute of Neurological Disorders and Stroke (NINDS)|Highland Instruments, Inc.",ALL,"ADULT, OLDER_ADULT",NA,48,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2012-p-001120|1R44NS080632-01,2013-09,2019-04,2019-04,2012-06-11,,2021-01-27,"Spaulding Rehabilitation Hospital, Boston, Massachusetts, 02144, United States",
NCT02289560,Continued Access Protocol: ExAblate Transcranial MR Guided Focused Ultrasound for the Treatment of Essential Tremors,https://clinicaltrials.gov/study/NCT02289560,,ACTIVE_NOT_RECRUITING,"The objective of this prospective, multi site, single-arm study is to capture the efficacy of treatment using the ExAblate Transcranial System and to further demonstrate safety in medication-refractory tremor in patients with essential tremor (ET).",NO,Essential Tremor,DEVICE: Transcranial ExAblate,"The incidence and severity of adverse events (AEs), intraoperative","Effectiveness of the ExAblate Transcranial MRgFUS treatment of medication-refractory Essential Tremor (ET) will be determined using the Clinical Rating Scale for Tremor (CRST), participants will be followed from the date of treatment until study completion, approximately up to 12 months",,InSightec,,ALL,"ADULT, OLDER_ADULT",NA,50,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,ET002CA,2015-04,2022-12,2022-12,2014-11-13,,2022-12-20,"Stanford University Medical Center, Stanford, California, 94305, United States|University of Maryland Medical System, Baltimore, Maryland, 21201, United States|Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States|The Ohio State Wexner Medical Center, Columbus, Ohio, 43210, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19106, United States|University of Virginia, Charlottesville, Virginia, 22908, United States|Swedish Medical Center, Seattle, Washington, 98122, United States",
NCT06232629,Towards Noninvasive DBS of the Basal Ganglia in Parkinson's Disease Using TUS,https://clinicaltrials.gov/study/NCT06232629,,ACTIVE_NOT_RECRUITING,"Transcranial Ultrasound Stimulation (TUS) is an emerging non-invasive brain stimulation technique capable of targeting both superficial and deep brain areas with high spatial resolution, down to a few cubic millimeters. In this study, the investigators aim to use TUS to non-invasively modulate the globus pallidus internus (GPi) in patients with Parkinson's disease (PD) and dystonia. These patients have previously been implanted with deep brain stimulation (DBS) leads. The investigators plan to simultaneously record local field potentials (LFPs) from the DBS leads using the Percept PC device (Medtronic Inc.) while the DBS is turned off. The study's goal is to investigate the mechanism of action of TUS and its neuromodulatory effects on LFPs recorded from the GPi. This will enable us to compare the effects of TUS with those of DBS.",NO,Parkinson Disease|Dystonia,DEVICE: TUS Active|DEVICE: TUS Sham,"Any treatment-related adverse events and side effects of TUS applications, Adverse effects or side effects, as reported by the neurologist participating throughout the study, will be documented. The neurologist will conduct comprehensive neurological assessments, including cranial nerve evaluations, strength tests, sensory and memory examinations, as well as assessments of coordination and reflexes., Two assessments will be conducted during each study visit: one at baseline (within the first minute of the study) and the other upon completion of the study visit (between 150 and 180 minutes after the study visit initiation).|Modulations in the amplitude of the LFP power spectrum, The power modulations will be measured across different frequencies (theta, alpha, beta) and at different time points (before, during, and after TUS application at each visit)., 4-minute long recordings at 1) Baseline (10 minutes before TUS), 2) during TUS (lasting either 120 seconds or 40 seconds, depending on the protocol), 3) 10 minutes after TUS, 4) 30 minutes after TUS, and 5) 45 minutes after TUS","Modulations of the aperiodic activities derived from the LFPs, The LFPs will be fitted to classical models of synaptic plasticity. The aperiodic activities derived from the LFPs, along with the results from the synaptic plasticity models, will be compared to investigate the potential mechanisms underlying neuroplasticity induced by TUS., 4-minute long recordings at 1) Baseline (10 minutes before TUS), 2) during TUS (lasting either 120 seconds or 40 seconds, depending on the protocol), 3) 10 minutes after TUS, 4) 30 minutes after TUS, and 5) 45 minutes after TUS",,"University Health Network, Toronto",,ALL,"ADULT, OLDER_ADULT",NA,10,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",20-5740#4,2023-08-01,2024-02-28,2024-03-30,2024-01-31,,2024-02-01,"Toronto Western Hospital, Toronto, Ontario, M5T 2S8, Canada",
NCT05592028,High Intensity Focused Ultrasound for X-linked Dystonia-parkinsonism,https://clinicaltrials.gov/study/NCT05592028,,AVAILABLE,"X-linked dystonia-parkinsonism (XDP) is a rare, X-linked, adult-onset, and progressive movement disorder seen almost exclusively in men from Panay Island in the Philippines. The disease is associated with mutations involving the DYT3/TAF1 gene, and all the cases described so far have been linked to Filipino ancestry. Although XDP is very rare globally, the prevalence is 5.74 per 100,000 individuals in Panay Island and 0.31 per 100,000 in the Philippines as a whole. Majority of patients (95%) were males, and the mean age of onset was 39 years. The mean duration of illness was 16 years, and the mean age of death was 55.6 years.",NO,X-Linked Dystonia Parkinsonism,DEVICE: transcranial magnetic resonance-guided focused ultrasound pallidothalamic tractotomy,,,,University of the Philippines Manila - Philippine General Hospital,,MALE,"ADULT, OLDER_ADULT",,,OTHER,EXPANDED_ACCESS,,DoN-001,,,,2022-10-24,,2022-10-24,"Philippine General Hospital, Manila, 1000, Philippines",
NCT05475340,Open Label Study for the Use of Transcranial Ultrasound Treatment of Tremor,https://clinicaltrials.gov/study/NCT05475340,,RECRUITING,The purpose of this Phase I open label study is to evaluate longer term tolerability and potential effectiveness of transcranial ultrasound in people with tremor as a results of Parkinson's Disease or Essential Tremor.,NO,Tremor|Parkinson Disease|Essential Tremor,DEVICE: Focused Ultrasound,"Essential Tremor Rating Assessment Scale (TETRAS), The Essential Tremor Rating Assessment Scale was developed by the Tremor Research Group to quantify essential tremor severity and its impact on activities of daily living.

The ADL section of TETRAS has 12 items, each rated 0, 1, 2, 3 or 4. The maximum total score is 48. Item 1 addresses speech; item 10 addresses occupational impairment; and item 12 assesses social impact. The other 9 items assess activities that are affected primarily by upperweighting of lower limb tremor in the total performance score., Baseline|Essential Tremor Rating Assessment Scale (TETRAS), The Essential Tremor Rating Assessment Scale was developed by the Tremor Research Group to quantify essential tremor severity and its impact on activities of daily living.

The ADL section of TETRAS has 12 items, each rated 0, 1, 2, 3 or 4. The maximum total score is 48. Item 1 addresses speech; item 10 addresses occupational impairment; and item 12 assesses social impact. The other 9 items assess activities that are affected primarily by upperweighting of lower limb tremor in the total performance score., Through Completion of Study (Average time 8-weeks)","9 Hole Pegboard Task (9 HPT), A validated assessment for fine motor skills, the 9-HPT involves having a participant move 9 pegs individually from starting position to 9 separate peg-holes, as quickly as possible, and to immediately return the 9 pegs to the starting position upon filling the final peg-hole. This is performed separately for each hand. The score is the time (seconds/milliseconds) that it takes to complete the task, recorded separately for dominant and non-dominant hands. The minimum detectable change is 2.6 seconds for the dominant hand and 1.3 seconds for the non-dominant hand., Baseline|9 Hole Pegboard Task (9 HPT), A validated assessment for fine motor skills, the 9-HPT involves having a participant move 9 pegs individually from starting position to 9 separate peg-holes, as quickly as possible, and to immediately return the 9 pegs to the starting position upon filling the final peg-hole. This is performed separately for each hand. The score is the time (seconds/milliseconds) that it takes to complete the task, recorded separately for dominant and non-dominant hands. The minimum detectable change is 2.6 seconds for the dominant hand and 1.3 seconds for the non-dominant hand., Through Completion of Study (Average time 8-weeks)|Parkinson's Activities of Daily Living Scale (PAD-L), The Parkinson's Activities of Daily Living Scale is a self-report activities of daily living scale designed to assess difficulties in daily activities due to symptoms of Parkinson's Disease., Baseline|Parkinson's Activities of Daily Living Scale (PAD-L), The Parkinson's Activities of Daily Living Scale is a self-report activities of daily living scale designed to assess difficulties in daily activities due to symptoms of Parkinson's Disease., Through Completion of Study (Average time 8-weeks)",,Neurological Associates of West Los Angeles,,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,50,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,fUS-Tremor,2022-07-13,2024-07-13,2024-08-13,2022-07-26,,2023-01-26,"Neurological Associates of West Los Angeles, Los Angeles, California, 90403, United States",
NCT03100474,Global Registry: ExAblate Neuro MR Guided Focused Ultrasound (MRgFUS) of Neurological Disorders:,https://clinicaltrials.gov/study/NCT03100474,,ACTIVE_NOT_RECRUITING,"A global post approval study to collect safety and effectiveness data related to ExAblate Neuro for the treatment of certain disorders such as Essential Tremor, Parkinson's Movement Disorders, or Neuropathic Pain within the thalamus and/or pallidum.",NO,Essential Tremor|Parkinson's Disease|Movement Disorders|Neuropathic Pain,,"Clinical Rating Scale for Tremor, CRST, 5 year",,,InSightec,,ALL,"CHILD, ADULT, OLDER_ADULT",,500,INDUSTRY,OBSERVATIONAL,Observational Model: |Time Perspective: p,ND001,2016-12,2023-06,2024-01,2017-04-04,,2023-04-20,"Stanford University, Stanford, California, 94305, United States|University of Maryland, Baltimore, Maryland, 21201, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19106, United States|University of Virginia, Charlottesville, Virginia, 22908, United States|Swedish Neuroscience Institute, Seattle, Washington, 98122, United States|Sunnybrook, Toronto, Ontario, M4N 3M5, Canada|Rambam Healthcare Campus, Haifa, Israel|Sheba Medical Center, Ramat Gan, Israel|Chang Bing Show Chwan Memorial Hospital, Chang Hua, 505, Taiwan",
NCT01304758,ExAblate Transcranial MR Guided Focused Ultrasound in the Treatment of Essential Tremor,https://clinicaltrials.gov/study/NCT01304758,,COMPLETED,"The purpose of this study is to evaluate the safety and initial effectiveness of MRI-guided focused ultrasound thermal ablation of a designated area in the brain of patients suffering from medication-refractory Essential Tremor, using the ExAblate transcranial system.

The ExAblate system is a medical device that involves a focused ultrasound system and an MRI scanner. ExAblate delivers a pulse of focused ultrasound energy, or sonication, to the targeted tissue. In this particular study the targeted tissue is a unilateral thermal lesion created in the ventralis intermedius nucleus of the thalamus.

The treatment begins with a series of standard diagnostic MR images to identify the location and shape of tumor to be treated. The ExAblate computer uses the physician's designation of the target volume to plan the best way to cover the target volume with small spots called ""sonications"". These treatment spots are cylinder shaped. Their size depends on sonication power and duration. During the treatment, a specific MR scan, which can be processed to identify changes in tissue temperature, provides a thermal map of the treatment volume to confirm the therapeutic effect. The thermal map is used to monitor the treatment in progress, and confirm that the ablation is proceeding according to plan, thus closing the therapy loop.

The ExAblate transcranial operates a helmet-shaped transducer (currently utilizing 1000-element phased array transducer) positioned above the subject head. The ExAblate transcranial system also includes means to immobilize the subject head, cool the interface water, and software for CT analysis and phase correction computation.

The ExAblate transcranial system is an experimental device and is being investigated in this study.",NO,Essential Tremor,DEVICE: ExAblate Transcranial MRgFUS System,"Device or procedure related Adverse Events reported, Safety of the ExAblate transcranial treatment will be determined by an evaluation of the incidence and severity of device and procedure related complications from the first / treatment day visit through the 3-Months post-treatment time point. Alternative treatments resulting from post-surgical changes in neurological status will be reported., 3 Months","Tremor rating scales: the Clinical Rating Scale for Tremors, Effectiveness will be evaluated using validated, tremor rating scales: the Clinical Rating Scale for Tremors (CRST) for ET patients, based upon patients in whom unilateral ExAblate lesioning is attempted (i.e., Intent-to-Treat analysis). Efficacy is defined as a reduction in contralateral symptoms at 3-months post-treatment.changes in neurological status will be reported., 3 months",,InSightec,,ALL,"ADULT, OLDER_ADULT",PHASE1,15,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,ET001,2011-01,2012-10,2012-10,2011-02-25,,2013-08-26,"University of Virginia, Charlottesville, Virginia, 22908, United States",
NCT02252380,ExAblate Transcranial MRgFUS for the Management of Treatment-Refractory Movement Disorders,https://clinicaltrials.gov/study/NCT02252380,,ACTIVE_NOT_RECRUITING,The proposed study is to evaluate the effectiveness of ExAblate Transcranial MRgFUS as a tool for creating a unilateral lesion in the Vim thalamus or the globus pallidus (GPi) in patients with treatment-refractory symptoms of movement disorders.,NO,Movement Disorders|Essential Tremor|Holmes Tremor|Parkinson's Disease|Wilson's Disease|Huntington's Disease|Dystonia|Tardive Dyskinesia|Orofacial Dyskinesias,DEVICE: Transcranial ExAblate System,"Severity of Device and Procedure Related Complications, Safety will be evaluated individually for each subject who is treated, At the time of ExAblate procedure",,,InSightec,,ALL,"ADULT, OLDER_ADULT",NA,10,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,MD003,2015-05,2023-06,2023-12,2014-09-30,,2022-12-20,"Sunnybrook Health Sciences Centre, Toronto, Ontario, M4N 3M5, Canada|Toronto Western Hospital, Toronto, Ontario, M5T 2S8, Canada",
NCT00368199,Transcranial Duplex Scanning and Single Photon Emission Computer Tomography (SPECT) in Parkinsonian Syndromes,https://clinicaltrials.gov/study/NCT00368199,,COMPLETED,The purpose of the study is to determine the sensitivity and specificity of transcranial duplex scanning (TCD) and single photon emission computer tomography (SPECT) in patients suspected of having Idiopathic Parkinson Disease (PD) or Atypical Parkinson Syndromes (APS) with as golden standard the clinical diagnosis after 2-year follow-up.,NO,"Parkinson's Disease|Parkinsonian Syndrome|Multiple System Atrophy|Supranuclear Palsy, Progressive|Essential Tremor|Vascular Parkinsonism|Drug Induced Parkinsonism",,"Concordance of hyperechogenic SN with clinical diagnosis of Parkinson's, Hyperechogenic substabtia nigra (SN) was assessed at initial visit and after 2 years, patients were re-examined by two movement disorder specialist neurologists for a final clinical diagnosis that served as a surrogate gold standard for our study., 24 months",,,Maastricht University Medical Center,"Funding: Stichting Internationaal Parkinson Fonds, The Netherlands",ALL,"ADULT, OLDER_ADULT",,196,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,1-Vlaar,2006-09-01,2008-09-18,2012-09-15,2006-08-24,,2018-02-26,"Maastricht University Medical Center, Maastricht, PO Box 5800, 6202 AZ, Netherlands",
NCT04002596,Safety and Initial Effectiveness of Transcranial MR Guided Focused Ultrasound for the Treatment of Parkinson's Disease,https://clinicaltrials.gov/study/NCT04002596,TDPD,UNKNOWN,Safety and Effectiveness in ExAblate Neuro treatment of medication-refractory tremor in subjects with idiopathic Parkinson's disease.,NO,Parkinson Disease,DEVICE: ExAblate Neuro Thalamotomy Treatment,"Clinical Rating Scale for Tremor, Primary effectiveness will be a comparison of the CRST scores at baseline vs. 3 months. (Range 0-152, scores are combined, the higher the score, the greater the clinical level of tremor, the worse clinical outcome is), 3 Months after Treatment|Severity of Device and Procedure related complications, To evaluate the incidence and severity of adverse events (AEs) associated with the ExAblate Transcranial thalamotomy of medication-refractory, tremor dominant PD after the ExAblate treatment and during the follow-up period of up up to 1 year, 1 year","Clinical Rating Scale for Tremor, Total Score, On-medication, total tremor (CRST) score (Range 0-152, scores are combined, the higher the score, the greater the clinical level of tremor, the worse clinical outcome is), 1 year|Clinical Rating Scale for Tremor, Part C, Level of disability measured from Part C subsection of CRST - Subcore of sections 16 to 23 (Range 0-32, scores are combined, the higher the scub-score, the greater the level of subject's disability, the worse clinical outcome is), 1 year|Parkinson's Disease Questionnaire - 39, Quality of life assessment with PDQ-39 (Range 0-156, scores are combined, the higher the score, the greater the level of clinical expression of Parkinson Disease, the worse clinical outcome is), 1 year",,InSightec,,ALL,"ADULT, OLDER_ADULT",NA,50,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,PD001J,2017-02-06,2020-08-30,2020-12-31,2019-06-28,,2019-06-28,"Henan Provincial Peoples Hospital, Zhengzhou, Henan, China|Shonan Fujisawa Tokushukai Hospital, Fujisawa, Kanagawa, Japan",
