NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT02424929,Asleep Versus Awake Deep Brain Stimulation Surgery,https://clinicaltrials.gov/study/NCT02424929,,UNKNOWN,"The goal of this study is to compare the surgical outcome of deep brain stimulation (DBS) surgery in patients who are deeply sedated, ""asleep,"" or not sedated, ""awake,"" during surgical implantation of the DBS electrode. The investigators hypothesize that the clinical outcome, neurophysiological findings, and surgical accuracy will be equivalent. There are 3 specific aims: 1) compare the activity of the neurons in the patients' brain in the asleep and awake groups using microelectrode recording, to see how this affects clinical outcome capability of microelectrode recordings and macrostimulation to identify the subthalamic nucleus in asleep patients. 2) Determine if intraoperative CT scans of the DBS electrode is sufficient for accurate DBS electrode placement. 3) Compare the clinical outcome on their Parkinson's disease between awake and asleep DBS patients.",NO,Parkinson's Disease,PROCEDURE: Sedation|PROCEDURE: Original Surgery,"Lead Placement, Determination of location of lead placement and efficacy of programming. x,y,z coordinates related to the anterior commissure and posterior commissure., 6 months post operation","Stimulation Parameters, Record stimulation settings. Contacts, voltage, frequency, pulse width., 6 months post operation|Unified Parkinson's Disease Rating Scale-UPDRS, Compare UPDRS score pre and post surgery, 1 month pre-operation and 6 month post operation|Medication Data, Compare medication dosage pre and post surgery; mg per dose, dose frequency, total dose, L-dopa equivalent., 1 month pre-operation and 6 month post operation|Operation Data, Microelectrode recordings Anesthesia record; anesthesia dose in reference to Ramsay Scale Stimulation side effects; where parasthesias are present (arm, leg, face), tremor, eye deviation, rigidity, hand speed., Day of operation|Mobiltiy Lab, Gait evaluation; jerkiness, time-domain (m/s\^2, Hz), Frequency, temporal gait, cadence, stride length, range of motion, asymmetry, turning time, number of steps, anticipatory postural amplitude, duration., 1 month pre-operation and 6 month post operation",,Providence Medical Research Center,,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,1994,2015-04,2020-09,2020-11,2015-04-23,,2017-04-10,"Providence Inland Neurosurgery & Spine, Spokane, Washington, 99204, United States",
NCT04578678,Can Subthalamic Stimulation Using Directional Electrodes Improve Postoperative Management in Parkinson's Disease,https://clinicaltrials.gov/study/NCT04578678,Steeropt,RECRUITING,The primary objective of the study is to determine if subthalamic nucleus (STN) deep brain stimulation (DBS) using the Vercise directional leads improves neuropsychiatric state and neuropsychiatric fluctuations 12 months after surgery in a large consecutive series of STN-DBS Parkinson's disease (PD) patients.,NO,Parkinson's Disease|Deep Brain Stimulation,OTHER: Steering,"Evaluation of non-motor fluctuations, Evaluation of the Neuropsychiatric Fluctuations Scale (NFS) in different states (ON/OFF) to evaluate if non-motor fluctuations are present. The bigger the difference between the two subscores ('ON psychological state' and 'OFF psychological sate') in the different states are, the more non-motor fluctuations are present., Follow-up ≤ 5 Weeks","Evaluation of motor improvement, Motor improvement following STN-DBS using the Vercise directional leads will be assessed by comparing MDS-UPDRS III score (International Parkinson and Movement Disorder Society) during the study in different states (ON/OFF). The minimum and maximum values are: 0-132, where a higher score means a worse outcome., Follow-up ≤ 5 Weeks|Evaluation of STN-DBS induced dysarthria, Dysarthria will be measured during the study by Voice Handicap Index 30 (VHI) scale. The minimum and maximum values are: 0-120, where a higher score means a worse outcome., Follow-up ≤ 5 Weeks|Evaluation of postoperative apathy, Apathy will be measured during the study by Dimensional Apathy Scale (DAS). The minimum and maximum values are: 0-72, where a higher score means a worse outcome., Follow-up ≤ 5 Weeks",,"Insel Gruppe AG, University Hospital Bern",Boston Scientific Corporation,ALL,"CHILD, ADULT, OLDER_ADULT",,110,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-00475,2019-08-09,2023-07-31,2024-05-31,2020-10-08,,2022-11-17,"Hospices Civils de Lyon (Centre Hospitalier Universitaire de Lyon), Lyon, 69002, France|Hôpital Pitié-Salpêtrière, Paris, 75013, France|Universitätsklinikum Würzburg, Würzburg, 97080, Germany|Insel Gruppe AG University Hospital Bern, Bern, 3010, Switzerland",
NCT05557864,Effects of Pallidal Deep Brain Stimulation Location on Motor Impairment in Parkinson's Disease,https://clinicaltrials.gov/study/NCT05557864,,RECRUITING,"This protocol will characterize the effects of deep brain stimulation (DBS) location (both adverse and beneficial) on motor signs in people with Parkinson's disease (PD). This information can be used to inform future DBS protocols to tailor stimulation to the specific needs of a patient. If targeted dorsal GP stimulation is shown to significantly improve motor features that are typically resistant to dopamine replacement therapy, these experiments will likely have major impact on clinical practice by providing a potential strategy to these medically intractable symptoms.",NO,Parkinson's Disease,DEVICE: Deep Brain Stimulation,"Changes in the combined elastic, viscous and inertial resistance across conditions will be assessed by integrating the resistive torque, Average movement rate and amplitude for each tone rate-movement amplitude interval. The amount of variability in angular displacement and velocity will be calculated using the root mean square of the zero mean signal. The structure of the variability will be calculated using the sample entropy function. In addition, we will quantify the number and duration of movement festination or freezing episodes., 3 weeks",,,University of Minnesota,,ALL,"ADULT, OLDER_ADULT",NA,24,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,1608M93561,2016-08-25,2025-12-31,2025-12-31,2022-09-28,,2024-01-10,"University Of Minnesota, Minneapolis, Minnesota, 55455, United States",
NCT05371041,Tourette Deep Brain Stimulation (DBS) Target Detection & Suppression,https://clinicaltrials.gov/study/NCT05371041,,RECRUITING,"The investigators will implant and monitor 8 research subjects with a subcortical closed-loop system for detection and suppression of tics. The project will use the FDA-approved ""Medtronic Percept PC"" device, which is an implantable neurostimulator capable of recording neural signals. The study will target the CM nucleus of the thalamus and the aGPi in each brain hemisphere from each subject and we will connect the two leads placed in each brain hemisphere to two Percept devices.",NO,Tourette Syndrome,DEVICE: Medtronic Percept Neurostimulator,"Yale Global Tic Severity Scale_(YGTSS) - Total Tic Score, The YGTSS is a clinician-rated scale used to assess tic severity over the prior week. It includes a checklist of motor and vocal tics followed by an assessment of the number, frequency, intensity, complexity, and inference of motor tics and phonic tics - scored separately. Each of these dimensions is scored on a 0 to 5 scale. The YGTSS provides three tic severity scores: Total Motor (0 to 25); Total Phonic (0 to 25) and the combined Total Tic Severity Score (0 to 50), as well as a separate Impairment dimension scored from 0 to 50. The Total Tic Score (YGTSS-TTS) was used in these analyses., 6 months",,,University of Florida,National Institute of Neurological Disorders and Stroke (NINDS),ALL,"ADULT, OLDER_ADULT",NA,8,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DEVICE_FEASIBILITY,IRB202102161|UH3NS119844|OCR41251,2022-06-20,2026-08-31,2026-08-31,2022-05-12,,2024-01-16,"Norman Fixel Institute for Neurological Diseases - University of Florida, Gainesville, Florida, 32608, United States",
NCT03422757,Safety and Efficacy of Adaptive DBS Vs Conventional DBS in Patients With Parkinson's Disease,https://clinicaltrials.gov/study/NCT03422757,,TERMINATED,"This is an exploratory study to preliminary assess safety and efficacy of an adaptive Deep Brain Stimulation (DBS) closed-loop method in patients with PD.

The study has been designed as a double blind randomized crossover trial that uses conventional DBS as a concurrent control in PD patients in need of Implantable Pulse Generator (IPG) replacement.",NO,Parkinson Disease,DEVICE: adaptive Deep Brain Stimulation|DEVICE: conventional Deep Brain Stimulation,"Total Electrical Energy Delivered (TEED) to the patient, Difference in the TEED delivered to the patient in adaptive DBS versus conventional DBS mode., One day.","Incidence of device related Adverse Events (safety and tolerability), Number of device relate Adverse Events or abnormal vital signs., One day.|Unified Parkinson's Disease Rating Scale (UPDRS) part III, Evaluation of motor symptoms through (UPDRS) part III, motor examination. The total score is computed from scores obtained on 18 items (0 best condition-4 worst condition), some considering multiple body parts., One day.|Unified Dyskinesia Rating Scale (UDysRS), Evaluation of dyskinesia through repeated clinical assessments (using UDysRS)., One day.","Time ""off"", Evaluation of time ""off"" through patient diary., One day.|DBS Impairment Scale (DBS-IS), Self assessment through questionnaire., One day.|Local field potentials (LFP) during gait analysis, Evaluation of LFP recording from DBS electrodes during gait analysis., Four hours.|Local field potentials (LFP) during speech analysis, Evaluation of LFP recording from DBS electrodes during speech analysis., Four hours.|Local field potentials (LFP) during sleep analysis, Evaluation of LFP recording from DBS electrodes during sleep analysis., One night.",Newronika,,ALL,"ADULT, OLDER_ADULT",NA,6,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",NWK_aDBSext_01_2017,2017-06-01,2018-12-30,2018-12-30,2018-02-06,,2020-11-19,"Centro Parkinson e Disturbi del Movimento ASST G.Pini- CTO, Milano, Italy|Fondazione IRCCS Ca'Granda Ospedale Maggiore Policlinico, Milano, Italy|IRCCS Istituto Ortopedico Galeazzi, Milano, Italy|Fondazione Istituto Neurologico Nazionale Casimiro Mondino, Pavia, Italy",
NCT00664157,Facial Expression Recognition of Emotion and Categorization of Emotional Words in Parkinson's Disease. Impact of L-Dopa and Deep Brain Stimulation of Subthalamic Nucleus,https://clinicaltrials.gov/study/NCT00664157,,COMPLETED,"Parkinson'disease is a neurodegenerative disorder characterised by bradykinesia, rigidity, rest tremor and postural instability. Dopaminergic therapy such as L-Dopa and dopamine agonists usually leads to a dramatic improvement of symptoms, but disease progression nevertheless remains inevitable. Bilateral Deep brain stimulation in subthalamic nucleus is now considered the gold standard surgical treatment.

Parkinson'disease mainly affects the nigrostriatal dopaminergic system which is linked to the limbic system and could be responsible of a specific trouble in the recognition in some facial expression.

We hypothesise that patients with Parkinson'disease present a dysfunction of voluntary and automatic treatment of emotional information.

The main purpose of this study is to show if patients with Parkinson'disease present a lack of specific facial expression recognition of emotion and determinate more precisely if this alteration involves the cortical way (high frequency way) or the under cortical way (low frequency way).

We also examine the role of L-Dopa and the deep brain stimulation on emotion perception",NO,Idiopathic Parkinson's Disease,BEHAVIORAL: Facial expression recognition of emotion|BEHAVIORAL: Facial expression recognition of emotion,"Facial expression recognition test, % of exact responses","Lexical decision test, The time to respond",,"University Hospital, Clermont-Ferrand",,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: DIAGNOSTIC,CHU-0033|RBHP 2007 Durif,2007-09,2008-10,2009-10,2008-04-22,,2011-01-19,"CHU, Clermont-Ferrand, 63003, France",
NCT03470324,Combined Stimulation of STN and SNr for Dysphagia in Parkinson's Disease,https://clinicaltrials.gov/study/NCT03470324,,UNKNOWN,20 patients with idiopathic Parkinson's disease and dysphagia will be included into this randomised controlled double-blinded parallel group clinical trial. The treatment consists of two different stimulation settings using (i) conventional stimulation of the subthalamic nucleus \[standard STN\] as active comparator and (ii) combined stimulation of active electrode contacts located in both the subthalamic nucleus and substantia nigra pars reticulata \[STN+SNr\]. Both groups receive additional swallowing therapy as standard of care.,NO,Parkinson's Disease|Dysphagia,DEVICE: [standard STN]|DEVICE: [STN+SNr]|BEHAVIORAL: Swallowing therapy,"Penetration Aspiration Scale, 8-point interval scale (range 1 - 8) to describe penetration and aspiration events . Scores are determined primarily by the depth to which material passes in the airway and by whether or not material entering the airway is expelled. (Rosenbek et al, 1996). The score is obtained in swallowing of fluids, Outcome after eight weeks (V2) with reference to baseline (V1)","MDS-UPDRS parts I, II, III and IV, Rating Scale for symptoms of Parkinson's Disease: I Non-motor Experiences of Daily Living; II: Motor Experiences of Daily Living; III: Motor Examination; IV: Motor Complications., Outcome after eight weeks (V2) with reference to baseline (V1)|Capsit-PD, Walking distance of 7m. Patient has to walk that distance back and forth. The time is measured as well as the number of steps needed for each way. Also, freezing episodes are counted., Outcome after eight weeks (V2) with reference to baseline (V1)|Freezing of Gait Assessment Course (FOG-AC), Patients were asked to sit down on a chair, then stand up and walk to a floor mark .Within the mark they performed two 360° turns, clockwise (cw) and counter-clockwise (ccw). Then: open and walk through the door, turn outside, and come back to their chair.

Four situations were rated: The start to walk, the turning (cw and ccw), and the passing through the door. 0 points: no festination and no FOG , 1 point: festination or any hastening steps. 2 points: FOG (trembling-in-place or total akinesia), which the patient could overcome himself. 3points: abortion of the task or need of interference by the examiner. Three levels of multiple tasking were applied: First passage;: no additional task (""walking""). Second passage: carrying a tray with a plastic cup full of water. Third passage: motor task and a mental task (""carrying and calculation""). (Ziegler et al. 2010), Outcome after eight weeks (V2) with reference to baseline (V1)|PDQ-39, The 39-item Parkinson's Disease Questionnaire is a widely used patient-reported clinical trial endpoint, where patients are asked about their health-related quality of life related to Parkinson's disease., Outcome after eight weeks (V2) with reference to baseline (V1)|Dysphagia-related Quality of Life (SWAL-QoL), 48-item quality-of-life outcomes tool for dysphagia researchers and clinicians, Outcome after eight weeks (V2) with reference to baseline (V1)|Clinical global impression self, (self-reporting, caregiver-reporting), Outcome after eight weeks (V2)|Diary on swallowing an related complications, complications (cough, suffocation, bronchitis, aspiration pneumonia), Outcome after eight weeks (V2) with reference to baseline (V1)|Site of Swallow reflex initiation, Two FEES outcome variables-delayed initiation of the pharyngeal reflex and postswallow pyriform sinus pooling(Scott et al 1998), Outcome after eight weeks (V2) with reference to baseline (V1)|Test of Mastication and Swallowing solids (TOMASS), The Test of Masticating and Swallowing Solids (TOMASS) was developed as a quantitative assessment of solid bolus ingestion. For each study the test required participants to ingest a commercially available cracker with instructions to 'eat this as quickly as is comfortably possible'. Further averaged measures were derived including the number of masticatory cycles and swallows per bite, and time per bite, masticatory cycle and swallow., Outcome after eight weeks (V2) with reference to baseline (V1)|Pharyngeal Residue Visual Analogue Scale (VAS), With FEES the pharyngeal residue (Sinus piriformis and vallecular) are rated on a visual analogue scale, Outcome after eight weeks (V2) with reference to baseline (V1)|Functional oral intake scale (FOIS), Scale to assess oral intake (7 points indicate full oral intake without restrictions, 1 points indicates no oral intake possible, 1-3 tube dependent) (Crary et al. 2005), Outcome after eight weeks (V2) with reference to baseline (V1)",,University Hospital Tuebingen,Michael J. Fox Foundation for Parkinson's Research,ALL,"ADULT, OLDER_ADULT",NA,20,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",686/2017BO1,2018-04-27,2020-05-01,2020-07-01,2018-03-19,,2018-05-30,"University of Tübingen, Tübingen, 72076, Germany",
NCT03270657,Scalar Closed Loop Intraoperative Study,https://clinicaltrials.gov/study/NCT03270657,,COMPLETED,"The purpose of this study is to measure neural activity during deep brain stimulation (DBS). There are two types of neural activity that we will record from DBS electrodes during this study: DBS local evoked potentials (DLEPs) and spontaneous, local field potentials (LFPs). We will measure the effects of varying stimulation parameters on both the neural activity and changes in motor symptoms -- bradykinesia and tremor -- in subjects with Parkinson's disease (PD). Correlating neural activity characteristics with changes in symptoms will improve our understanding of the mechanisms of action of DBS. This intraoperative study will specifically compare our ability to record neural activity using circuitry developed at Duke for this purpose \[Kent et al, 2015\] to a new, implanted pulse generator (IPG; RC+S) developed by Medtronic. These intraoperative studies will specifically test a preliminary version of the RC+S (that is not designed for implantation), and will lead to a clinical trial assessing the efficacy of the implantable RC+S IPG in PD patients once this device is available and approved for this trial.",YES,Parkinson Disease,DEVICE: IPG; RC+S,"Number of Participants With Recorded Evoked Neural Signals From Deep Brain Stimulation (DBS) Electrodes During DBS for Parkinson's Disease., Measured by the ability to record neural activity through DBS electrodes using circuitry developed at Duke for this purpose and/or a new implantable pulse generator (IPG; RC+S) developed by Medtronic. These intraoperative studies will specifically test a preliminary version of the RC+S that is not designed for implantation., End of procedure, approximately 45 minutes","Number of Participants With Recorded DBS Local Evoked Potentials (DLEPs)., Measured by the ability to record DLEPs (changes in local electric field in response to DBS stimulation) through DBS electrodes using circuitry developed at Duke for this purpose and/or a new implantable pulse generator (IPG; RC+S) developed by Medtronic. These intraoperative studies will specifically test a preliminary version of the RC+S that is not designed for implantation. The DLEP recordings will be serially averaged with stimulus-triggering to remove random noise while preserving the evoked response., End of procedure, approximately 45 minutes|Number of Participants With Recorded Spontaneous, Local Field Potentials (LFPs)., Measured by the ability to record LFPs (electrical activity in the local region of the DBS electrode) through DBS electrodes using circuitry developed at Duke for this purpose and/or a new implantable pulse generator (IPG; RC+S) developed by Medtronic. These intraoperative studies will specifically test a preliminary version of the RC+S that is not designed for implantation., End of procedure, approximately 45 minutes",,"Dennis Turner, M.D.",National Institutes of Health (NIH)|National Institute of Neurological Disorders and Stroke (NINDS),ALL,"ADULT, OLDER_ADULT",NA,5,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,Pro00085076|UH3NS103468,2018-04-05,2019-03-26,2019-03-26,2017-09-01,2020-03-06,2020-03-23,"Duke University Medical Center, Durham, North Carolina, 27710, United States","Study Protocol and Statistical Analysis Plan, https://storage.googleapis.com/ctgov2-large-docs/57/NCT03270657/Prot_SAP_000.pdf"
NCT01169324,Effect of Deep Brain Stimulation (DBS) on Sleep Architecture in Patients With Movement Disorders,https://clinicaltrials.gov/study/NCT01169324,,COMPLETED,"The purpose of this prospective, participant-blinded trial is to determine the changes in sleep architecture in a cohort of subjects who have undergone deep brain stimulation (DBS) surgery for treatment of movement disorders such as moderate to advanced Parkinson's disease (PD), tremor, or dystonia. Our preliminary observational data suggest that unilateral subthalamic nucleus (STN) DBS improves subjective sleep quality in PD patients 6 months after the procedure. The cause of this improvement in sleep quality is unknown, and this study proposes the use of polysomnography (PSG) to test whether the improvement in sleep is independent of improvement in night-time mobility associated with DBS treatment of the motor symptoms of PD, tremor, or dystonia.",NO,Parkinson's Disease|Tremor|Dystonia,OTHER: Alteration of DBS stimulator settings,"Sleep Efficiency, This is the percentage of time the subject is in bed when he/she is actually asleep., 1 month","Wake after sleep onset (WASO), This is a measurement of the amount of time during polysomnography recording that the subject is awake after their initial sleep onset., 1 month|Total Sleep Time, 1 month|Two timed motor tasks, 1. The subject will tap index finger between 2 points 30 cm apart on the table for 10 seconds.
2. The subject will be timed as they rise from a chair, walk 7 meters, return to the chair, and sit down., 1 month",,University of Alabama at Birmingham,,ALL,"ADULT, OLDER_ADULT",NA,17,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: OTHER",F100528004,2010-07-15,2015-12-11,2015-12-11,2010-07-26,,2019-04-26,"University of Alabama at Birmingham, Birmingham, Alabama, 35294, United States",
NCT03363724,Validation of HaGuide Software Module Accuracy in Mapping STN Boundaries in Parkinson's Disease Patients Who Underwent DBS Procedure,https://clinicaltrials.gov/study/NCT03363724,,COMPLETED,"HaGuide version 1.0 (Neuro-Omega Ltd.) is a software module add-on to the FDA cleared Neuro-Omega System (K123796). It was designed to facilitate the use of Neuro-Omega's system by automatically mapping visually the depth of STN landmarks intra-operatively. HaGuide algorithm computes and displays the STN entry and exit, as well as introduces a detection of a distinct DLOR-VMNR boundary. HaGuide visual display is added to the UI and it is supplementing and not replacing the previously cleared standard display (visual and audio) of the system.",NO,Parkinson Disease|Deep Brain Stimulation,OTHER: HaGuide version 1.0 software module,"HaGuide vs. Neurosurgeon measurements, Percent agreement between HaGuide software measurements and expert Neurosurgeon/Electrophysiologist measurements, 2 weeks","DLOR vs. VMNR, Length (mm) of Dorso-Lateral Oscillatory Region (DLOR) vs. Ventro-Medial Non-Oscillatory Region (VMNR);, 2 weeks|DLOR Entry/exit, Entry/exit from DLOR (depth in mm), 2 weeks|STN Length, Length of STN track (mm, 2 weeks|DBS implant optimal track Identification, Percent agreement in DBS implant optimal track Identification by percent agreement between HaGuide and Neurosurgeon choice of optimal track for DBS implant, 2 weeks|Sites/Users comparison, Sub-group analysis to determine the variation between sites by percent agreement between HaGuide software measurements and expert Neurosurgeon/Electrophysiologist measurements, 2 weeks",,Alpha Omega Engineering Ltd.,"University of Colorado, Denver|Hadassah Medical Organization|Swedish Medical Center",ALL,"CHILD, ADULT, OLDER_ADULT",,103,INDUSTRY,OBSERVATIONAL,Observational Model: |Time Perspective: p,AO-001,2016-12,2017-03-30,2017-03-30,2017-12-06,,2017-12-06,,
NCT04758624,Elucidating the Temporality of Structural and Functional Connectivity Changes in Essential Tremor After Successful Deep Brain Stimulation to the Dentato-rubro-thalamic Tract,https://clinicaltrials.gov/study/NCT04758624,,RECRUITING,The purpose of this study is to elucidate the structural connectivity of the dentato-rubro-thalamic tract (DRTt) and to detect functional network changes due to DRTt stimulation,NO,Essential Tremor,DEVICE: Deep Brain Stimulation,"Structural connectivity as indicated by fractional anisotropy (FA) as measured by diffusion tensor imaging (DTI) MRI, Baseline before DBS implant|Structural connectivity as indicated by fractional anisotropy (FA) as measured by diffusion tensor imaging (DTI) MRI, 24 months after start of DBS|Structural connectivity as indicated by mean diffusivity as measured by diffusion tensor imaging (DTI) MRI, Baseline before DBS implant|Structural connectivity as indicated by mean diffusivity as measured by diffusion tensor imaging (DTI) MRI, 24 months after start of DBS|Structural connectivity as indicated by radial diffusivity as measured by diffusion tensor imaging (DTI) MRI, Baseline before DBS implant|Structural connectivity as indicated by radial diffusivity as measured by diffusion tensor imaging (DTI) MRI, 24 months after start of DBS|Structural connectivity as indicated by axial diffusivity as measured by diffusion tensor imaging (DTI) MRI, Baseline before DBS implant|Structural connectivity as indicated by axial diffusivity as measured by diffusion tensor imaging (DTI) MRI, 24 months after start of DBS|Functional connectivity as indicated by blood oxygen level dependent (BOLD) signal as measured by resting state functional MRI (rsfMRI), Baseline before DBS implant|Functional connectivity as indicated by blood oxygen level dependent (BOLD) signal as measured by resting state functional MRI (rsfMRI), 24 months after start of DBS|Functional connectivity as indicated by blood oxygen level dependent (BOLD) signal as measured by resting state functional MRI (rsfMRI), Baseline before DBS is turned off|Functional connectivity as indicated by blood oxygen level dependent (BOLD) signal as measured by resting state functional MRI (rsfMRI), 72 hours after DBS is turned off|Tremor as assessed by score on The Essential Tremor Rating Scale (TETRAS), 10 items are measured-each is scored from 0-4,higher number indicating more tremor, Baseline before DBS implant|Tremor as assessed by score on The Essential Tremor Rating Scale (TETRAS), 10 items are measured-each is scored from 0-4,higher number indicating more tremor, 24 months after start of DBS|Tremor as assessed by score on The Essential Tremor Rating Scale (TETRAS), 10 items are measured-each is scored from 0-4,higher number indicating more tremor, Baseline before DBS is turned off|Tremor as assessed by score on The Essential Tremor Rating Scale (TETRAS), 10 items are measured-each is scored from 0-4,higher number indicating more tremor, 72 hours after DBS is turned off|Tremor as assessed by score on The Essential Tremor Rating Scale (TETRAS), 10 items are measured-each is scored from 0-4,higher number indicating more tremor, During DBS placement surgery before active DBS|Tremor as assessed by score on The Essential Tremor Rating Scale (TETRAS), 10 items are measured-each is scored from 0-4,higher number indicating more tremor, During DBS placement surgery during active DBS|Spectral power recorded during intraoperative electrocorticography (ECoG), During DBS placement surgery before active DBS|Spectral power recorded during intraoperative electrocorticography (ECoG), During DBS placement surgery during active DBS","Ataxia as assessed by score on the Scale for the Assessment and Rating of Ataxia (SARA), It has eight categories with accumulative score ranging from 0 (no ataxia) to 40 (most severe ataxia)., Baseline before DBS implant|Ataxia as assessed by score on the Scale for the Assessment and Rating of Ataxia (SARA), It has eight categories with accumulative score ranging from 0 (no ataxia) to 40 (most severe ataxia)., 24 months after start of DBS|Ataxia as assessed by score on the Scale for the Assessment and Rating of Ataxia (SARA), It has eight categories with accumulative score ranging from 0 (no ataxia) to 40 (most severe ataxia)., Baseline before DBS is turned off|Ataxia as assessed by score on the Scale for the Assessment and Rating of Ataxia (SARA), It has eight categories with accumulative score ranging from 0 (no ataxia) to 40 (most severe ataxia)., 72 hours after DBS is turned off|Tremor amplitude as assessed by accelerometric power, Baseline before DBS is turned off|Tremor amplitude as assessed by accelerometric power, 72 hours after DBS is turned off",,"The University of Texas Health Science Center, Houston",National Institutes of Health (NIH),ALL,"ADULT, OLDER_ADULT",NA,72,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,HSC-MS-20-0739,2021-12-04,2025-08-31,2026-08-31,2021-02-17,,2022-09-09,"The University of Texas Health Science Center at Houston, Houston, Texas, 77030, United States",
NCT03600740,Advancing Pre-operative Targeting for Deep Brain Stimulation in the Globus Pallidus Internus,https://clinicaltrials.gov/study/NCT03600740,,TERMINATED,"In the proposed pilot project, MRI data will be prospectively collected to show the feasibility of the segmentation algorithm and the potential relation to final lead positioning. Patients will be selected from those undergoing GPi DBS placement. This pilot data will serve as a basis for pursuing funding for a larger trial evaluating the prospective ability of the 3T targeting study to improve outcomes and decrease complications in GPi DBS placement. Improved outcomes and patient experience would be expected to further contribute to our facility as a center of excellence for treatment of movement disorders.",YES,Parkinson Disease,DEVICE: DBS Programming,"Change in Unified Parkinson's Disease Rating Scale III (UPDRS-III), Pre-operative and post-operative UPDRS-III will be assessed to measure symptom improvement and correlated with imaging data., 3 months",,,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",NA,1,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,18-002176,2018-08-17,2020-05-18,2020-05-18,2018-07-26,2021-04-03,2021-04-29,"Mayo Clinic in Arizona, Scottsdale, Arizona, 85259, United States|Mayo Clinic in Florida, Jacksonville, Florida, 32224, United States|Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States","Study Protocol and Statistical Analysis Plan, https://storage.googleapis.com/ctgov2-large-docs/40/NCT03600740/Prot_SAP_000.pdf"
NCT05596201,Super-resolution of Brain Magnetic Resonance Images in Deep Brain Stimulation for Parkinson's Disease,https://clinicaltrials.gov/study/NCT05596201,SuperResDBS,ENROLLING_BY_INVITATION,The goal of this study is to increase magnetic resonance image quality in patients suffering from Parkinson's disease. The main question it aims to answer is: can super-resolution improve clinical magnetic resonance image quality to benefit deep brain stimulation for Parkinson's disease? Participants will receive an additional high-quality MRI scan.,NO,Parkinson Disease|Parkinson,,"Peak signal-to-noise ratio, The change in image quality as determined by the peak signal-to-noise ratio., Six months after study completion of the last subject.","Structural similarity index measure, The change in image quality as determined by the structural similarity index measure., Six months after study completion of the last subject.|Normalized root mean squared error, The change in image quality as determined by the normalized root mean squared error., Six months after study completion of the last subject.",,Radboud University Medical Center,,ALL,"ADULT, OLDER_ADULT",,20,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,113394,2023-03-28,2024-05-01,2024-11-01,2022-10-27,,2023-03-30,"Radboud University Medical Center, Nijmegen, Gelderland, 6525GA, Netherlands",
