NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT03954496,Improving Hand Recovery With Neuromodulation in Tetraplegia,https://clinicaltrials.gov/study/NCT03954496,IGNITE,TERMINATED,"This study will examine a form of non-invasive brain stimulation applied with intensive therapy of the arm and hand. The goal of the study is to determine if arm and hand function can be improved in people with incomplete cervical spinal cord injury (neck spinal cord injury, tetraplegia). Participants will be assigned to receive either active or inactive non-invasive brain stimulation.",NO,"Spinal Cord Injuries|Tetraplegia, Unspecified, Incomplete, Chronic",DEVICE: transcranial direct current stimulation|BEHAVIORAL: Intensive upper extremity motor training,"Change in Spinal Cord Independence Measure, This evaluates self-care, respiration and sphincter management, and mobility., Change from baseline at immediately post-intervention, 1-month follow-up, 4-month follow-up","Change in Medical Research Council Scale Upper Extremity Manual Muscle Test, This evaluates the strength of various muscles in the upper extremity. Each muscle that is tested can be scored from a minimum of 0, indicating no strength, up to a maximum of 5, indicating normal strength. Scores are assigned to each side by summing the scores from each of the 41 individual muscles, with a minimum possible total score of 0 and a maximum possible total score of 205. Higher values indicate greater strength., Change from baseline at immediately post-intervention, 1-month follow-up, 4-month follow-up|Change in Canadian Occupational Performance Measure, The participant selects 5 tasks they would like to be able to perform, and score their performance as well as satisfaction with their performance of the tasks., Change from baseline at immediately post-intervention, 1-month follow-up, 4-month follow-up|Change in Graded and Redefined Assessment of Strength, Sensibility, and Prehension, This measures strength, sensibility, and prehension to obtain information about motor and sensory function., Change from baseline at immediately post-intervention, 1-month follow-up, 4-month follow-up|Change in Van Lieshout Test, This test evaluates upper extremity motor performance in cervical spinal cord injury., Change from baseline at immediately post-intervention, 1-month follow-up, 4-month follow-up|Change in cortical motor map volume, This is performed using non-invasive transcranial magnetic stimulation to determine which parts of the brain control a muscle in the arm or hand., Change from baseline at immediately post-intervention, 1-month follow-up, 4-month follow-up|Semi-structured interview about study, Participants will be asked about motivations and goals for the study., Baseline|Semi-structured interview about study, Participants will be asked about their experience in the study, whether they experienced any changes in function during the study, and whether they have recommendations for change., Immediately post-intervention, 4-month follow-up",,Sara Shahid Salles,Wings for Life,ALL,"ADULT, OLDER_ADULT",NA,6,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",201810171642,2019-07-01,2020-03-24,2020-03-24,2019-05-17,,2021-06-24,"University of Kentucky at Cardinal Hill Rehabilitation Hospital, Lexington, Kentucky, 40504, United States",
NCT03658135,"BIIB092 in Primary Tauopathies: CBS, nfvPPA, sMAPT, and TES",https://clinicaltrials.gov/study/NCT03658135,TauBasket,TERMINATED,"A Phase 1b, Randomized, Double-Blind, Placebo-Controlled, Parallel Cohort Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy Study of Intravenously Infused BIIB092 in Patients with Four Different Primary Tauopathy Syndromes",NO,"Primary Tauopathies|Corticobasal Degeneration Syndrome|Frontotemporal Lobar Degeneration With Tau Inclusions|MAPT Mutation Carriers, Symptomatic|Traumatic Encephalopathy Syndrome|Nonfluent Aphasia, Progressive",DRUG: BIIB092|OTHER: Placebo,"Incidence of Treatment-Emergent Adverse Events, Assess adverse events during 20 weeks administration BIIB092 or Placebo, 20 weeks","Changes in Pharmacokinetic properties of BIIB092 in Plasma, Measure steady-state plasma concentrations of BIIB092 and its metabolites, 20 weeks|Changes in Pharmacokinetic properties of BIIB092 in Cerebrospinal Fluid, Measure steady-state Cerebrospinal fluid concentrations of BIIB092 and its metabolites, 20 weeks|Changes in Pharmacodynamic effects of BIIB092 on Cerebrospinal Fluid, Measure CSF concentrations of free extracellular tau (eTau), 20 weeks","Change in whole brain volume on brain MRI, Measure of global volume of interest (whole brain), 20 weeks|Change in regional brain volume on brain MRI, Measure of regional volumes of interest (such as ventricles, hippocampus), 20 weeks|Change in functional connectivity on brain MRI, Connectivity between brain regions measured using arterial spin labeling (ASL), 20 weeks|Change in functional connectivity on brain MRI, Connectivity between brain regions measured using resting state functional MRI (rsfMRI), 20 weeks|Change in functional connectivity on brain MRI, Connectivity between brain regions measured using diffusion tensor MRI (DTI), 20 weeks|Change in Cerebrospinal Fluid Biomarkers of phosphorylated tau, Measure CSF concentrations of phosphorylated tau protein (p-tau) pg/mL, 20 weeks|Change in Cerebrospinal Fluid Biomarkers of neurofilament light chain, Measure CSF concentrations of neurofilament light chain protein (NfL) pg/mL, 20 weeks|Change in Cerebrospinal Fluid Biomarkers of total tau, Measure CSF concentrations of total tau protein (t-tau) pg/mL, 20 weeks|Change in Schwab and England Activities of Daily Living (SEADL) scale, The SEADL assesses the subject's ability to perform daily activities as reported by the subject, caregiver, and clinician. Rated in 10% increments, with 100% = completely independent to 0% = bedridden and vegetative functions., 20 weeks|Changes in Functional Activities Questionnaire (FAQ), The FAQ measures the subject's ability to perform common activities independently as reported by informant (such as paying bills, preparing a meal, keeping track of current events). Normal = 0 and dependent on others = 3; Sum scores (range 0-30, with higher score impaired function and possible cognitive impairment), 20 weeks|Change in Montreal Cognitive Assessment (MoCA), The MoCA is a brief 30-question test assessing cognitive abilities (such as orientation, short-term memory, executive function/visuospatial ability). Scores range from zero to 30, with a higher score generally considered normal; lower scores indicate possible cognitive impairment., 20 weeks|Change in Neuropsychiatric Inventory-Questionnaire (NPI-Q), The NPI-Q is a brief assessment of neuropsychiatric symptoms (such as delusions, hallucinations). Each symptom is rated (by informant/caregiver) for Severity on a 3-point scale (mild, moderate, severe) and Distress on a 5-point scale (0 to 5). The higher the total Severity and Distress scores the more impactful the symptoms., 20 weeks","University of California, San Francisco",,ALL,"ADULT, OLDER_ADULT",PHASE1,22,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",UCSF-001-AET-1,2018-09-12,2019-12-13,2019-12-13,2018-09-05,,2019-12-19,"UCSF Memory and Aging Center, San Francisco, California, 94158, United States",
NCT04661241,Mapping the Target for the MRgFUS Treatment of Tremor,https://clinicaltrials.gov/study/NCT04661241,,COMPLETED,The purpose of this investigation is to determine the optimal DRT/VIM target location and its safety margins based on MR-SISET imaging features by comparing with postoperative lesions and clinical outcomes in patients with tremor who will undergo the MRgFUS tremor therapy.,NO,"Tremor, Essential|Parkinson's Disease",OTHER: Automatic DRT/VIM target-recognition method using MR-SISET and ML approaches|OTHER: Routine clinical MRI protocol,"Tremor improvement, A routine clinical follow-up will be performed to assess the severity of tremor after the treatment (\~ 6 weeks) by the clinician. Patients will be categorized into three groups based on their outcome: a good clinical outcome (\>65% tremor improvement), a moderate outcome (\>33%, but \<66% tremor improvement) and a poor outcome (\<33% tremor improvement)., 6 weeks",,,NYU Langone Health,,ALL,"ADULT, OLDER_ADULT",NA,6,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: SINGLE (CARE_PROVIDER)|Primary Purpose: OTHER,20-00981,2020-09-10,2022-06-15,2022-06-15,2020-12-10,,2022-08-15,"NYU Langone, New York, New York, 10016, United States",
NCT03026712,Hemiparetic Arm Robotic Mobilization With Non Invasive Electrical Stimulation,https://clinicaltrials.gov/study/NCT03026712,hARMonies,COMPLETED,"The two cerebral hemispheres find themselves in a state of balanced mutual inhibition. A stroke with involvement of motor function leads to a reduced excitability in affected hemisphere M1 and to an increased excitability of contralateral M1. Stroke therefore might impair interhemispheric balance, leading to a decreased inhibition of contralesional hemisphere by ipsilesional hemisphere and, in turn, to an increased inhibition of ipsilesional hemisphere by contralesional hemisphere. Permanence of healthy hemisphere hyperactivation in chronic phase after stroke is usually index of little functional recovery and is correlated with a greater ipsilateral structural damage.

Robot-mediated physical therapy is an innovative rehabilitation technique that is effective in stroke patients. In this study, the investigators will add a non-invasive brain stimulation protocol with Transcranial stimulation with direct current (tDCS) to the robotic treatment in chronic stroke patients. tDCS is a non-invasive brain stimulation technique that is able to modulate cortical excitability. The hypothesis is that dual t-DCS (ipsilesional excitation and concomitant contralesional inhibition) could restore interhemispheric balance improving the benefits of robotic therapy with Armeo Power®.",NO,Stroke|Paresis|Upper Extremity Paralysis,DEVICE: Real dual tDCS + Robotic Arm Therapy|DEVICE: SHAM tDCS + Robotic Arm Therapy,"Significant Fugl-Meyer Assessment Upper Extremity (FMA-UE) improvement in real dual tDCS group vs sham tDCS group, first assessment will occur within 2 days from enrollment, and will be repeated within 2 days from the end of 2 week-training and at 1 and 3 months follow-up","Significant Modified Ashworth scale improvement in real dual tDCS group vs sham tDCS group, first assessment will occur within 2 days from enrollment, and will be repeated within 2 days from the end of 2 week-training and at 1 and 3 months follow-up|Significant Action Research Arm Test (ARAT) improvement in real dual tDCS group vs sham tDCS group, first assessment will occur within 2 days from enrollment, and will be repeated within 2 days from the end of 2 week-training and at 1 and 3 months follow-up|Significant Barthel index improvement in real dual tDCS group vs sham tDCS group, first assessment will occur within 2 days from enrollment, and will be repeated within 2 days from the end of 2 week-training and at 1 and 3 months follow-up|Significant kinematic performance improvement, measured by ArmeoPower®, in real dual tDCS group vs sham tDCS group, first assessment will occur within 2 days from enrollment, and will be repeated within 2 days from the end of 2 week-training|Significant rebalancing of motor evoked potential (MEP) laterality index in real dual tDCS group vs sham tDCS group, first assessment will occur within 2 days from enrollment, and will be repeated within 2 days from the end of 2 week-training",,I.R.C.C.S. Fondazione Santa Lucia,Campus Bio-Medico University,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",FSLCBM01,2016-02,2021-12-01,2021-12-01,2017-01-20,,2022-07-08,"I.R.C.C.S. Fondazione Santa Lucia, Rome, Italy|Policlinico Universitario Campus Bio-Medico, Rome, Italy",
NCT01968512,Neurobiological Aspects of the Attention Deficit Hyperactivity Disorder,https://clinicaltrials.gov/study/NCT01968512,NAADHD,COMPLETED,Evaluating neurobiological disorder associated with Attention Deficit Hyperactivity Disorder (ADHD) and the contribution of transcranial direct current stimulation (tDCS) in the adaptation of inhibitory control.,NO,Attention Deficit Hyperactivity Disorder,DEVICE: Transcranial Direct Current Stimulation|DEVICE: Sham,"Quantitative electroencephalography, Quantitative electroencephalography to assess the neurobiological aspects evidenced by the amount of brain electrical activity observed by the amplitude of waves through graphs., During the only day of the assessment, we will do it before (during 8 minutes) and after (during 8 minutes more) tDCS","Functional Brain Network, Functional Brain Network based on the quantitative EEG data through computational and mathematical modeling. During the only day of the assessment, we will do it before (we will get this information from EEG recording during 8 minutes before do the stimulation) and after tDCS(we will get this information from EEG recording during 8 minutes after the stimulation)., During the only day of the assessment, we will do it before and after tDCS","Go/No Go test, Neuropsychological test to assess the adequacy of inhibitory control. During the only day of the assessment, we will do it before (after 5 minutes of EEG recording, we will start the Go/No go test keeping the EEG recording for 3 minutes, and after it we will do tDCS) and after the tDCS (after 5 minutes of EEG recording, we will restart the Go/No go test keeping the EEG recording for 3 minutes)., During the only day of the assessment, we will do it before and after tDCS",Federal University of Bahia,,ALL,ADULT,NA,60,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",285.841,2013-10,2014-04,2014-04,2013-10-24,,2014-05-01,"Federal University of Bahia, Salvador, Bahia, 40000-000, Brazil",
NCT03237091,Enhancing Corticospinal Excitability to Improve Functional Recovery,https://clinicaltrials.gov/study/NCT03237091,,COMPLETED,"Research indicates that increasing brain excitability might help improve hand function in people with spinal cord injury. Brain stimulation that uses electrodes placed on the surface of the scalp (also called ""non-invasive brain stimulation"") increases brain excitability and has the potential to make it easier for the brain and nervous system to respond to arm and hand training. The purpose of this study is to compare four different types of stimulation for increasing brain excitability to determine which types are best for helping people with tetraplegia improve their ability to use their arms and hands. To fully evaluate the value of brain stimulation on arm and hand function, the investigators will also evaluate the effect of sham (fake) stimulation. Each participant will receive a single session of each of the five types of stimulation being tested.",NO,Spinal Cord Injuries|Tetraplegia,OTHER: bihemispheric transcranial pulsed current stimulation (tPCS)|OTHER: unihemispheric transcranial pulsed current stimulation (tPCS)|OTHER: bihemispheric transcranial direct current stimulation (tDCS)|OTHER: unihemispheric transcranial direct current stimulation (tDCS)|OTHER: sham-control,"Change from Baseline Motor Control & Strength, The motor control outcome measure evaluates how quickly the participant can move their fingers. Participants will tap their thumb or index finger as fast as possible for 10 seconds at a time while a sensor counts the number of taps. The strength outcome measure evaluates the participant's hand strength. Participants will use their thumb and index finger to pinch a hand-held device that measures their strength., Through study completion, up to 5 weeks|Change from Baseline Corticospinal Excitability, This outcome measure evaluates communication between the participant's brain and spinal cord. The skin over the muscles of both arms and hands will be cleaned with an alcohol swab and a mildly abrasive paste (similar to the feel of toothpaste). Sensors that detect muscle activity will be placed over these sites. Pulses of stimulation will be applied to the participant's head using a type of non-invasive brain stimulation called transcranial magnetic stimulation (TMS). This stimulation will activate the brain regions that control arm and hand movement. The strength of the stimulation will be increased until it causes the muscles of the arm and hand to twitch, and the size of the muscle response will be recorded with the sensors placed over the muscles., Through study completion, up to 5 weeks","Stimulation Questionnaire, This outcome measure evaluates the participant's perception of stimulation., Through study completion, up to 5 weeks",,"Shepherd Center, Atlanta GA",The Craig H. Neilsen Foundation,ALL,"ADULT, OLDER_ADULT",NA,19,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",723,2018-05-03,2019-09-27,2019-09-27,2017-08-02,,2019-10-08,"Shepherd Center, Atlanta, Georgia, 30309, United States",
NCT04101994,Augmented Effects of Virtual-reality Cycling Training on Upper Limb Motor Functions by NIBS in Patients With CP,https://clinicaltrials.gov/study/NCT04101994,,UNKNOWN,"Cerebral palsy (CP) is the most common childhood motor disability. Weakness, spasticity, and loss of dexterity are the major problems in patients with CP. A novel virtual-reality cycling training (VCT) program was to enhance promising muscle strength and motor function through promoting the participant compliance and motivation. Non-invasive brain stimulation (NIBS), such as repetitive transcranial magnetic stimulation (rTMS) and transcranial electric stimulation (TES) has potential to augment the training effects in motor neurorehabilitation via the modulation on neuroplasticity. Therefore, this study propose a novel intervention protocol to induce superior benefits on upper extremity (UE) motor function in patients with CP.",NO,Cerebral Palsy,DEVICE: Virtual cycling training|DEVICE: Repetitive transcranial magnetic stimulation|DEVICE: Transcranial electric stimulation,"Change from baseline Bruininks- Oseretsky Test of Motor Proficiency II at after six weeks of treatment and three month, The Bruininks- Oseretsky Test of Motor Proficiency II (BOT-2) provides an overview of fine and gross motor skills in children and school-aged adolescents., baseline, after 6 weeks of treatment, 3 months|Change from baseline Goal Attainment Scale at after six weeks of treatment and three month, Goal Attainment Scale (GAS) is used to help a person with cerebral palsy and their family develop personal goals for therapy (for each item minimum value is -2 and maximum value is 2, higher scores mean a better outcome)., baseline, after 6 weeks of treatment, 3 months","Change from baseline Melbourne Assessment 2 at after six weeks of treatment and three month, The Melbourne Assessment 2 (MA2) is a valid and reliable tool for evaluating quality of upper limb movement in children with a neurological impairment aged 2.5 to 15 years., baseline, after 6 weeks of treatment, 3 months|Change from baseline Quality of upper extremity skills test at after six weeks of treatment and three month, The Quality of upper extremity skills test (QUEST) is an outcome measure that evaluates movement patterns and hand function in children with cerebral palsy., baseline, after 6 weeks of treatment, 3 months|Change from baseline Box and block test at after six weeks of treatment and three month, The Box and Block Test (BBT) measures unilateral gross manual dexterity., baseline, after 6 weeks of treatment, 3 months|Change from baseline Nine-Hole test at after six weeks of treatment and three month, The Nine-Hole Peg Test (NHPT) is used to measure finger dexterity in patients with various neurological diagnoses., baseline, after 6 weeks of treatment, 3 months|Change from baseline Functional Independence Measure at after six weeks of treatment and three month, Functional Independence Measure for Children:Applicable to infants and adolescents. The main purpose is to understand and track children's life function performance, progress and goal achievement. There are three main areas: self-care, mobility, and cognition. The score is from 1 to 7 points, 1 is completely dependent, and 7 is completely independent., baseline, after 6 weeks of treatment, 3 months|Change from baseline Pediatric Motor Activity Log at after six weeks of treatment and three month, The Pediatric Motor Activity Log (PMAL) is a structured interview intended to examine how often and how well a child uses his/her involved upper extremity (UE) in their natural environment outside the therapeutic setting., baseline, after 6 weeks of treatment, 3 months|Change from baseline ABILHAND Questionnaire at after six weeks of treatment and three month, The ABILHAND questionnaire assesses bimanual ability as an interview-based test focused on the patient's perceived difficulty. The ABILHAND-KIDS questionnaire is filled in by the parent of the child by rating the child's perceived difficulty of bimanual activities., baseline, after 6 weeks of treatment, 3 months|Change from baseline Assessment of Preschool Children's Participation at after six weeks of treatment and three month, Preferences for Activity of Children(APCP): For children between the ages of two and five, the questionnaire model is used to allow parents to circle the level. There are 45 questions in total, so that the case or parent can review the activities in the past 4 months and ask if the child have done this activity (1 point means yes, 0 points means no)., baseline, after 6 weeks of treatment, 3 months|Change from baseline Children Assessment of Participation and Enjoyment at after six weeks of treatment and three month, Children Assessment of Participation and Enjoyment(CAPE): Applicable to children or adolescents between the ages of six and twenty one, through questionnaires through self-reports or interviews, a total of 55 questions, asking children about the activities involved in the past four months (1 point for yes, 0 for no)., baseline, after 6 weeks of treatment, 3 months|Change from baseline Cerebral Palsy Quality of Life at after six weeks of treatment and three month, The comparison of baseline of Cerebral Palsy Quality of Life for CP after different therapy., baseline, after 6 weeks of treatment, 3 months|Change from baseline Motor Evoked Potential at after six weeks of treatment and three month, The comparison of baseline of Motor Evoked Potential for CP after different therapy., baseline, after 6 weeks of treatment, 3 months|Change from baseline Myoton at after six weeks of treatment and three month, The comparison of baseline of Myoton for CP after different therapy., baseline, after 6 weeks of treatment, 3 months|Change from baseline Hand dynamometer at after six weeks of treatment and three month, The comparison of baseline of hand dynamometer for CP after different therapy., baseline, after 6 weeks of treatment, 3 months|Change from baseline Motion analysis at after six weeks of treatment and three month, All participants will be instructed to perform a series of upper-extremity tasks. The tasks include reaching and grasping. An 8-camera motion analysis system (Vicon system, 3-D Oxfort Metrics Ltd, Oxford, UK) is used in conjunction with a personal computer to capture the movement of markers placed on the participant's body; analog signals were collected simultaneously. Movements were recorded at 120 Hz and digitally low-pass filtered at 5 Hz using a second-order Butterworth filter. Reference markers are placed on the distal interphalangeal joints of the thumb and index finger, the styloid process of the ulna, proximal end of the second metacarpal, and the object., baseline, after 6 weeks of treatment, 3 months",,Chang Gung Memorial Hospital,,ALL,"CHILD, ADULT",NA,80,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",201701518A0,2018-06-26,2022-03-06,2022-06-06,2019-09-25,,2021-07-29,"Chang Gung Memorial Hospital, Taoyuan, 333, Taiwan",
NCT06245070,Speech and Voice Outcomes Following HD-tDCS Over the Left SMA,https://clinicaltrials.gov/study/NCT06245070,,NOT_YET_RECRUITING,"Pharmaceutical and neurosurgical treatments reliably ameliorate the cardinal motor symptoms in PD but, they often yield inconsistent outcomes for speech and voice disorders, with some studies showing exacerbation of pre-treatment deficits. Therefore, it is crucial to develop and optimize novel approaches that could simultaneously improve speech and voice deficits in PD and facilitate existing behavioral interventions. This project will investigate the immediate and short-term effects of multiple sessions of HD-tDCS over the left SMA on speech and voice deficits in PD.",NO,Parkinson Disease,DEVICE: Active transcranial direct current stimulation|DEVICE: Sham transcranial direct current stimulation,"Voice loudness measures, Acoustics measures of voice loudness including voice intensity (dB), shimmer (Cycle-to-cycle voice intensity perturbation) and smoothed cepstral peak prominence will be calculated for each participant., Acoustic measures related to voice loudness will be measured at baseline, immediately after the last session of stimulation, one week and one month after the las stimulation session.|Fundamental frequency measures, Changes in the accuracy rate (percentage of correct repetitions) of non-word repetition, Fundamental frequency (F0), jitter (Cycle-to-cycle voice F0 perturbation) and harmonic to noise ration will be calculated for each participant.|Accuracy of syllable repetition, The number of syllables that correctly produced during syllable repetition task will be calculated for each participant., Accuracy rate for syllable repetition will be measured at baseline, immediately after the last session of stimulation, one week and one month after the las stimulation session.|Speech rate, The speech rate ( number of syllables per second) will be calculated during a syllable repetition task for each participant., Speech rate will be measured at baseline, immediately after the last session of stimulation, one week and one month after the las stimulation session.|Speech rate stability, Variability in speech rate across trials for each syllable length ( 1, 2, and 3 ) will be calculated for each participant., Speech rate stability will be measured at baseline, immediately after the last session of stimulation, one week and one month after the las stimulation session.",,,Louisiana State University and A&M College,,ALL,"ADULT, OLDER_ADULT",NA,48,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",IRBAM-21-1019,2025-02-02,2028-01-02,2028-06-02,2024-02-07,,2024-02-26,,
NCT02611375,Conditioning Neural Circuits to Improve Upper Extremity Function,https://clinicaltrials.gov/study/NCT02611375,,COMPLETED,"Non-invasive brain stimulation has gained increasing popularity and research support over the past several years. Recent research indicates that it might have benefits for improving hand function in people with spinal cord injury. The purpose of this study is to evaluate the effects of a type of non-invasive brain stimulation, known as tDCS, on hand function.",NO,Spinal Cord Injury|Tetraplegia,OTHER: transcranial direct current stimulation|OTHER: peripheral nerve somatosensory stimulation|OTHER: sham transcranial direct current stimulation,"Change in Quantitative Prehension Ability (GRASSP subtest), Pre-, post-, and follow-up upper extremity impairment and function, Baseline, 1 week post-intervention, 4-6 weeks post-intervention","Change in Upper Extremity Strength (Grip and Pinch Strength), Pre-, post-, and follow-up upper extremity impairment and function, Baseline, 1 week post-intervention, 4-6 weeks post-intervention|Change in Upper Extremity Sensation (Semmes-Weinstein), Pre-, post-, and follow-up upper extremity impairment and function, Baseline, 1 week post-intervention, 4-6 weeks post-intervention|Change in Perceived Upper Extremity Performance & Satisfaction (COPM), Pre-, post-, and follow-up self-perceived upper extremity function, Baseline, 1 week post-intervention, 4-6 weeks post-intervention|Short-term change in Quantitative Prehension Ability (Abbreviated GRASSP) subtest), weekly assessment of upper extremity function, weekly during 4-week treatment period|Classification of Upper Extremity Function (BHUEF), Pre-, post-, and follow-up upper extremity impairment and function, Baseline, 1 week post-intervention, 4-6 weeks post-intervention|Detection of Hand Muscle Activation (subclinical EMG), Pre-, post-, and follow-up upper extremity impairment and function, Baseline, 1 week post-intervention, 4-6 weeks post-intervention|Change in Perceived Quality of Life (SCI QoL Basic Data Set), Pre-, post-, and follow-up self-perceived quality of life rating, Baseline, 1 week post-intervention, 4-6 weeks post-intervention|Change in Cortical Excitability (motor evoked potentials), Pre-, post-, and follow-up neural excitability, Baseline, 1 week post-intervention, 4-6 weeks post-intervention|Change in Spinal Reflex Excitability (joint threshold angle), Pre-, post-, and follow-up neural excitability, Baseline, 1 week post-intervention, 4-6 weeks post-intervention",,"Shepherd Center, Atlanta GA",United States Department of Defense,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",tDCS-668,2017-02-09,2019-07-17,2019-07-17,2015-11-20,,2020-07-29,"Shepherd Center, Inc., Atlanta, Georgia, 30309, United States",
NCT00955032,Repetitive Transcranial Magnetic Stimulation (rTMS) for the Treatment of Apathy in Parkinson's Disease,https://clinicaltrials.gov/study/NCT00955032,ReStore,COMPLETED,The purpose of this research study is to attempt to treat apathy in Parkinson's disease (PD) using high-frequency repetitive transcranial magnetic stimulation (rTMS) of the brain and to investigate the patterns of brain activation that may be involved in apathy. It is hypothesized that high-frequency rTMS of the left mid-dorsolateral frontal cortex will improve apathy in PD.,YES,Parkinson's Disease,DEVICE: High-Frequency Repetitive Transcranial Magnetic Stimulation|DEVICE: Sham Repetitive Transcranial Magnetic Stimulation,"Apathy Evaluation Scale (AES), The apathy evaluation scale is a 14-item self-report questionaire that provides a quantitative estimate of apathy symptoms. Items are given a score of 0-3, and a total score is summated using all items. Scores may range between 0 and 42. Higher scores are indicative of greater symptoms of apathy, and a score of 14 is suggestive of clinically significant symptoms., Pre-Tx; 10 days post tx","Lille Apathy Rating Scale (LARS), The Lille Apathy Rating Scale (LARS) is a 33-item interviewer administered structured questionaire designed to assess level of apathetic symptoms. The first 3 items are scored from -2 to +2, while the remainder items are scored from -1 to +1. Scores can range between -36 to +36. The more positive the score, the greater level of apathy symptoms., Pre-Tx; 10 days post-tx|Beck Depression Inventory-Second Edition (BDI-II), The Beck Depression Inventory-Second Edition (BDI-II) is a 21-item self-report questionaire that measures depressive symptoms. Each item is scored on a scale of 0-3, and items are summated to yield a total score. A higher score is indicative of greater symptoms of depression. Total scores may range between 0 and 63. A score greater than or equal of 14 is suggestive of clinically significant symptoms., Pre-Tx; 10 days post-tx|Hamilton Depression Rating Scale (HAM-D), The Hamilton Depression Rating Scale (HAM-D) is a 24-item interviewer administered structure questionaire designed to assess symptoms of depression. Items are scored with a range of 0-4, though 11 of the items are scored between 0 and 2. A total score is then calculated of all items which can range from 0 to 74. A higher score is indicative of more depressive symptoms, and a lower score post-tx is indicative of better outcome., Pre-Tx; 10 days post-tx",,University of Florida,Michael J. Fox Foundation for Parkinson's Research,ALL,"ADULT, OLDER_ADULT",NA,24,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",0004762006,2007-04,2009-10,2009-12,2009-08-07,2011-12-05,2013-04-26,"University of Florida, Gainesville, Florida, 32611, United States",
